"ObjectClass","Name","whenCreated","whenChanged","DistinguishedName"
"attributeSchema","IPSEC-Negotiation-Policy-Type","1/15/2016 11:22:44 AM","1/15/2016 11:22:44 AM","CN=IPSEC-Negotiation-Policy-Type,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Security-Identifier","1/15/2016 11:23:04 AM","1/15/2016 11:23:04 AM","CN=Security-Identifier,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Deleted-Object-Lifetime","1/15/2016 11:22:46 AM","1/15/2016 11:22:46 AM","CN=ms-DS-Deleted-Object-Lifetime,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Additional-Information","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Additional-Information,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"classSchema","Security-Object","1/15/2016 11:23:20 AM","1/15/2016 11:23:20 AM","CN=Security-Object,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"classSchema","ms-DS-Device","1/15/2016 11:23:22 AM","1/15/2016 11:23:22 AM","CN=ms-DS-Device,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Additional-Trusted-Service-Names","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Additional-Trusted-Service-Names,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MSMQ-Nt4-Flags","1/15/2016 11:22:56 AM","1/15/2016 11:22:56 AM","CN=MSMQ-Nt4-Flags,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"classSchema","ms-DS-Device-Container","1/15/2016 11:23:22 AM","1/15/2016 11:23:22 AM","CN=ms-DS-Device-Container,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Address","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Address,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MSMQ-Nt4-Stub","1/15/2016 11:22:56 AM","1/15/2016 11:22:56 AM","CN=MSMQ-Nt4-Stub,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Device-DN","1/15/2016 11:23:14 AM","1/15/2016 11:23:14 AM","CN=ms-DS-Device-DN,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"classSchema","Address-Book-Container","1/15/2016 11:23:15 AM","1/15/2016 11:23:15 AM","CN=Address-Book-Container,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MSMQ-OS-Type","1/15/2016 11:22:56 AM","1/15/2016 11:22:56 AM","CN=MSMQ-OS-Type,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Device-ID","1/15/2016 11:23:13 AM","1/15/2016 11:23:13 AM","CN=ms-DS-Device-ID,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Address-Book-Roots","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Address-Book-Roots,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MSMQ-Out-Routing-Servers","1/15/2016 11:22:56 AM","1/15/2016 11:22:56 AM","CN=MSMQ-Out-Routing-Servers,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Device-Location","1/15/2016 11:23:13 AM","1/15/2016 11:23:13 AM","CN=ms-DS-Device-Location,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Address-Book-Roots2","1/15/2016 11:23:21 AM","1/15/2016 11:23:21 AM","CN=Address-Book-Roots2,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MSMQ-Owner-ID","1/15/2016 11:22:56 AM","1/15/2016 11:22:56 AM","CN=MSMQ-Owner-ID,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Device-MDMStatus","1/15/2016 11:23:14 AM","1/15/2016 11:23:14 AM","CN=ms-DS-Device-MDMStatus,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Address-Entry-Display-Table","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Address-Entry-Display-Table,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MSMQ-Prev-Site-Gates","1/15/2016 11:22:56 AM","1/15/2016 11:22:56 AM","CN=MSMQ-Prev-Site-Gates,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Device-Object-Version","1/15/2016 11:23:13 AM","1/15/2016 11:23:13 AM","CN=ms-DS-Device-Object-Version,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Address-Entry-Display-Table-MSDOS","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Address-Entry-Display-Table-MSDOS,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MSMQ-Privacy-Level","1/15/2016 11:22:56 AM","1/15/2016 11:22:56 AM","CN=MSMQ-Privacy-Level,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Device-OS-Type","1/15/2016 11:23:13 AM","1/15/2016 11:23:13 AM","CN=ms-DS-Device-OS-Type,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Address-Home","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Address-Home,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MSMQ-QM-ID","1/15/2016 11:22:56 AM","1/15/2016 11:22:56 AM","CN=MSMQ-QM-ID,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Device-OS-Version","1/15/2016 11:23:13 AM","1/15/2016 11:23:13 AM","CN=ms-DS-Device-OS-Version,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Address-Syntax","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Address-Syntax,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"classSchema","MSMQ-Queue","1/15/2016 11:23:18 AM","1/15/2016 11:23:18 AM","CN=MSMQ-Queue,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Device-Physical-IDs","1/15/2016 11:23:13 AM","1/15/2016 11:23:13 AM","CN=ms-DS-Device-Physical-IDs,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"classSchema","Address-Template","1/15/2016 11:23:15 AM","1/15/2016 11:23:15 AM","CN=Address-Template,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MSMQ-Queue-Journal-Quota","1/15/2016 11:22:56 AM","1/15/2016 11:22:56 AM","CN=MSMQ-Queue-Journal-Quota,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"classSchema","ms-DS-Device-Registration-Service","1/15/2016 11:23:22 AM","1/15/2016 11:23:22 AM","CN=ms-DS-Device-Registration-Service,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Address-Type","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Address-Type,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MSMQ-Queue-Name-Ext","1/15/2016 11:22:56 AM","1/15/2016 11:22:56 AM","CN=MSMQ-Queue-Name-Ext,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"classSchema","ms-DS-Device-Registration-Service-Container","1/15/2016 11:23:22 AM","1/15/2016 11:23:22 AM","CN=ms-DS-Device-Registration-Service-Container,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Admin-Context-Menu","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Admin-Context-Menu,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","dhcp-Identification","1/15/2016 11:22:40 AM","1/15/2016 11:22:40 AM","CN=dhcp-Identification,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Device-Trust-Type","1/15/2016 11:23:14 AM","1/15/2016 11:23:14 AM","CN=ms-DS-Device-Trust-Type,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Poss-Superiors","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Poss-Superiors,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","dhcp-Mask","1/15/2016 11:22:40 AM","1/15/2016 11:22:40 AM","CN=dhcp-Mask,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-DnsRootAlias","1/15/2016 11:22:46 AM","1/15/2016 11:22:46 AM","CN=ms-DS-DnsRootAlias,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Possible-Inferiors","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Possible-Inferiors,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","dhcp-MaxKey","1/15/2016 11:22:40 AM","1/15/2016 11:22:40 AM","CN=dhcp-MaxKey,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Drs-Farm-ID","1/15/2016 11:23:14 AM","1/15/2016 11:23:14 AM","CN=ms-DS-Drs-Farm-ID,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Post-Office-Box","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Post-Office-Box,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","dhcp-Obj-Description","1/15/2016 11:22:40 AM","1/15/2016 11:22:40 AM","CN=dhcp-Obj-Description,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Egress-Claims-Transformation-Policy","1/15/2016 11:23:13 AM","1/15/2016 11:23:13 AM","CN=ms-DS-Egress-Claims-Transformation-Policy,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Postal-Address","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Postal-Address,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","dhcp-Obj-Name","1/15/2016 11:22:40 AM","1/15/2016 11:22:40 AM","CN=dhcp-Obj-Name,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"classSchema","Ipsec-NFA","1/15/2016 11:23:16 AM","1/15/2016 11:23:16 AM","CN=Ipsec-NFA,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Postal-Code","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Postal-Code,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MS-SQL-Location","1/15/2016 11:22:54 AM","1/15/2016 11:22:54 AM","CN=MS-SQL-Location,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Ipsec-NFA-Reference","1/15/2016 11:22:44 AM","1/15/2016 11:22:44 AM","CN=Ipsec-NFA-Reference,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"classSchema","Security-Principal","1/15/2016 11:23:20 AM","1/15/2016 11:23:20 AM","CN=Security-Principal,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MS-SQL-Memory","1/15/2016 11:22:54 AM","1/15/2016 11:22:54 AM","CN=MS-SQL-Memory,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Admin-Count","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Admin-Count,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","See-Also","1/15/2016 11:23:04 AM","1/15/2016 11:23:04 AM","CN=See-Also,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MS-SQL-MultiProtocol","1/15/2016 11:22:54 AM","1/15/2016 11:22:54 AM","CN=MS-SQL-MultiProtocol,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Admin-Description","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Admin-Description,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Seq-Notification","1/15/2016 11:23:04 AM","1/15/2016 11:23:04 AM","CN=Seq-Notification,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MS-SQL-Name","1/15/2016 11:22:54 AM","1/15/2016 11:22:54 AM","CN=MS-SQL-Name,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Admin-Display-Name","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Admin-Display-Name,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Serial-Number","1/15/2016 11:23:04 AM","1/15/2016 11:23:04 AM","CN=Serial-Number,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"classSchema","ms-DFSR-Member","1/15/2016 11:23:17 AM","1/15/2016 11:23:17 AM","CN=ms-DFSR-Member,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Admin-Multiselect-Property-Pages","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Admin-Multiselect-Property-Pages,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"classSchema","Server","1/15/2016 11:23:20 AM","1/15/2016 11:23:20 AM","CN=Server,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Admin-Property-Pages","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Admin-Property-Pages,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"subSchema","Aggregate","1/15/2016 11:22:37 AM","1/15/2016 11:22:37 AM","CN=Aggregate,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DFSR-MemberReference","1/15/2016 11:22:52 AM","1/15/2016 11:22:52 AM","CN=ms-DFSR-MemberReference,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Allowed-Attributes","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Allowed-Attributes,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Server-Name","1/15/2016 11:23:04 AM","1/15/2016 11:23:04 AM","CN=Server-Name,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Allowed-Attributes-Effective","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Allowed-Attributes-Effective,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Server-Reference","1/15/2016 11:23:04 AM","1/15/2016 11:23:04 AM","CN=Server-Reference,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Server-Reference-BL","1/15/2016 11:23:04 AM","1/15/2016 11:23:04 AM","CN=Server-Reference-BL,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DFSR-MemberReferenceBL","1/15/2016 11:22:52 AM","1/15/2016 11:22:52 AM","CN=ms-DFSR-MemberReferenceBL,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MS-SQL-NamedPipe","1/15/2016 11:22:54 AM","1/15/2016 11:22:54 AM","CN=MS-SQL-NamedPipe,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Server-Role","1/15/2016 11:23:04 AM","1/15/2016 11:23:04 AM","CN=Server-Role,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Server-State","1/15/2016 11:23:04 AM","1/15/2016 11:23:04 AM","CN=Server-State,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DFSR-MinDurationCacheInMin","1/15/2016 11:22:52 AM","1/15/2016 11:22:52 AM","CN=ms-DFSR-MinDurationCacheInMin,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"classSchema","MS-SQL-OLAPCube","1/15/2016 11:23:18 AM","1/15/2016 11:23:18 AM","CN=MS-SQL-OLAPCube,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"classSchema","Servers-Container","1/15/2016 11:23:20 AM","1/15/2016 11:23:20 AM","CN=Servers-Container,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"classSchema","MS-SQL-OLAPDatabase","1/15/2016 11:23:18 AM","1/15/2016 11:23:18 AM","CN=MS-SQL-OLAPDatabase,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MSMQ-Queue-Quota","1/15/2016 11:22:56 AM","1/15/2016 11:22:56 AM","CN=MSMQ-Queue-Quota,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"classSchema","Service-Administration-Point","1/15/2016 11:23:20 AM","1/15/2016 11:23:20 AM","CN=Service-Administration-Point,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MSMQ-Queue-Type","1/15/2016 11:22:56 AM","1/15/2016 11:22:56 AM","CN=MSMQ-Queue-Type,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Service-Binding-Information","1/15/2016 11:23:04 AM","1/15/2016 11:23:04 AM","CN=Service-Binding-Information,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Allowed-Child-Classes","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Allowed-Child-Classes,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MSMQ-Quota","1/15/2016 11:22:56 AM","1/15/2016 11:22:56 AM","CN=MSMQ-Quota,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"classSchema","Service-Class","1/15/2016 11:23:20 AM","1/15/2016 11:23:20 AM","CN=Service-Class,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MSMQ-Recipient-FormatName","1/15/2016 11:22:56 AM","1/15/2016 11:22:56 AM","CN=MSMQ-Recipient-FormatName,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Service-Class-ID","1/15/2016 11:23:04 AM","1/15/2016 11:23:04 AM","CN=Service-Class-ID,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Enabled-Feature","1/15/2016 11:22:46 AM","1/15/2016 11:22:46 AM","CN=ms-DS-Enabled-Feature,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MSMQ-Routing-Service","1/15/2016 11:22:56 AM","1/15/2016 11:22:56 AM","CN=MSMQ-Routing-Service,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","dhcp-Options","1/15/2016 11:22:40 AM","1/15/2016 11:22:40 AM","CN=dhcp-Options,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Preferred-Delivery-Method","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Preferred-Delivery-Method,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Enabled-Feature-BL","1/15/2016 11:22:46 AM","1/15/2016 11:22:46 AM","CN=ms-DS-Enabled-Feature-BL,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","dhcp-Properties","1/15/2016 11:22:40 AM","1/15/2016 11:22:40 AM","CN=dhcp-Properties,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Preferred-OU","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Preferred-OU,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Service-Class-Info","1/15/2016 11:23:04 AM","1/15/2016 11:23:04 AM","CN=Service-Class-Info,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Entry-Time-To-Die","1/15/2016 11:22:46 AM","1/15/2016 11:22:46 AM","CN=ms-DS-Entry-Time-To-Die,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MSMQ-Routing-Services","1/15/2016 11:22:56 AM","1/15/2016 11:22:56 AM","CN=MSMQ-Routing-Services,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","preferredLanguage","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=preferredLanguage,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Tasks-For-Az-Task-BL","1/15/2016 11:22:50 AM","1/15/2016 11:22:50 AM","CN=ms-DS-Tasks-For-Az-Task-BL,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MSMQ-Secured-Source","1/15/2016 11:22:56 AM","1/15/2016 11:22:56 AM","CN=MSMQ-Secured-Source,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Prefix-Map","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Prefix-Map,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-TDO-Egress-BL","1/15/2016 11:23:13 AM","1/15/2016 11:23:13 AM","CN=ms-DS-TDO-Egress-BL,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","MSMQ-Service-Type","1/15/2016 11:22:56 AM","1/15/2016 11:22:56 AM","CN=MSMQ-Service-Type,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-ExecuteScriptPassword","1/15/2016 11:22:46 AM","1/15/2016 11:22:46 AM","CN=ms-DS-ExecuteScriptPassword,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-TDO-Ingress-BL","1/15/2016 11:23:13 AM","1/15/2016 11:23:13 AM","CN=ms-DS-TDO-Ingress-BL,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Presentation-Address","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Presentation-Address,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Expire-Passwords-On-Smart-Card-Only-Accounts","1/15/2016 11:23:14 AM","1/15/2016 11:23:14 AM","CN=ms-DS-Expire-Passwords-On-Smart-Card-Only-Accounts,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Token-Group-Names","1/15/2016 11:22:51 AM","1/15/2016 11:22:51 AM","CN=ms-DS-Token-Group-Names,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Previous-CA-Certificates","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Previous-CA-Certificates,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-External-Directory-Object-Id","1/15/2016 11:23:14 AM","1/15/2016 11:23:14 AM","CN=ms-DS-External-Directory-Object-Id,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Token-Group-Names-Global-And-Universal","1/15/2016 11:22:51 AM","1/15/2016 11:22:51 AM","CN=ms-DS-Token-Group-Names-Global-And-Universal,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Previous-Parent-CA","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Previous-Parent-CA,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-External-Key","1/15/2016 11:22:46 AM","1/15/2016 11:22:46 AM","CN=ms-DS-External-Key,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Token-Group-Names-No-GC-Acceptable","1/15/2016 11:22:51 AM","1/15/2016 11:22:51 AM","CN=ms-DS-Token-Group-Names-No-GC-Acceptable,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Primary-Group-ID","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Primary-Group-ID,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-External-Store","1/15/2016 11:22:46 AM","1/15/2016 11:22:46 AM","CN=ms-DS-External-Store,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Tombstone-Quota-Factor","1/15/2016 11:22:49 AM","1/15/2016 11:22:49 AM","CN=ms-DS-Tombstone-Quota-Factor,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Primary-Group-Token","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Primary-Group-Token,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Failed-Interactive-Logon-Count","1/15/2016 11:22:50 AM","1/15/2016 11:22:50 AM","CN=ms-DS-Failed-Interactive-Logon-Count,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Top-Quota-Usage","1/15/2016 11:22:49 AM","1/15/2016 11:22:49 AM","CN=ms-DS-Top-Quota-Usage,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Print-Attributes","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Print-Attributes,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Failed-Interactive-Logon-Count-At-Last-Successful-Logon","1/15/2016 11:22:50 AM","1/15/2016 11:22:50 AM","CN=ms-DS-Failed-Interactive-Logon-Count-At-Last-Successful-Logon,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Transformation-Rules","1/15/2016 11:23:13 AM","1/15/2016 11:23:13 AM","CN=ms-DS-Transformation-Rules,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Print-Bin-Names","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Print-Bin-Names,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Transformation-Rules-Compiled","1/15/2016 11:23:13 AM","1/15/2016 11:23:13 AM","CN=ms-DS-Transformation-Rules-Compiled,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Print-Collate","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Print-Collate,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"classSchema","MS-SQL-OLAPServer","1/15/2016 11:23:17 AM","1/15/2016 11:23:17 AM","CN=MS-SQL-OLAPServer,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-Trust-Forest-Trust-Info","1/15/2016 11:22:49 AM","1/15/2016 11:22:49 AM","CN=ms-DS-Trust-Forest-Trust-Info,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Print-Color","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Print-Color,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-UpdateScript","1/15/2016 11:22:50 AM","1/15/2016 11:22:50 AM","CN=ms-DS-UpdateScript,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Print-Duplex-Supported","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Print-Duplex-Supported,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Allowed-Child-Classes-Effective","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Allowed-Child-Classes-Effective,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-User-Account-Control-Computed","1/15/2016 11:22:50 AM","1/15/2016 11:22:50 AM","CN=ms-DS-User-Account-Control-Computed,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Print-End-Time","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Print-End-Time,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Alt-Security-Identities","1/15/2016 11:22:38 AM","1/15/2016 11:22:38 AM","CN=Alt-Security-Identities,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","ms-DS-User-Allowed-NTLM-Network-Authentication","1/15/2016 11:23:14 AM","1/15/2016 11:23:14 AM","CN=ms-DS-User-Allowed-NTLM-Network-Authentication,CN=Schema,CN=Configuration,DC=LAB,DC=local"
"attributeSchema","Print-Form-Name","1/15/2016 11:23:00 AM","1/15/2016 11:23:00 AM","CN=Print-Form-Name,CN=Schema,CN=Configuration,DC=LAB,DC=local"
